txid,script,n,entropy_source,Open,High,Low,Close,Volume,Timestamp,script_len,pubkey,r_scalar,s_scalar,z_hash
d192c477bff1c1429c9a9de03010f126930dac173235374504c8a4921deca35a,3046022100e8efbb5055f84dcfe64f0c3d02ced69160b203eeb409a0baf2ba0b548986c4e002210082565fac3879784ab0bc9ea09fcc235b4b1e55fada2bfc63ccde0fc7d27702d201 03fc122a0704f6138a3f03084d2bb8c03401e39122befe21d304e8813e87cd94e1,7,blockchain,,,,,,,25,03fc122a0704f6138a3f03084d2bb8c03401e39122befe21d304e8813e87cd94e1,e8efbb5055f84dcfe64f0c3d02ced69160b203eeb409a0baf2ba0b548986c4e0,82565fac3879784ab0bc9ea09fcc235b4b1e55fada2bfc63ccde0fc7d27702d2,35ef166a18d9a2eb34d123fafe5832351673cb15f80577a9578886d41b953ef6
08912c09538197460badc6d0fa8024a78c12d2695a8d31527db3bea0ba713385,30450220291d33bd55e61c3796bfa94f40756c423259c17ddc837f6fb679e74df2e44ca2022100e77ff6010cba1a1367d551b556e0bc81d01fdd2e83516a9ba349987b8193d92601 03fc122a0704f6138a3f03084d2bb8c03401e39122befe21d304e8813e87cd94e1,2,blockchain,,,,,,,25,03fc122a0704f6138a3f03084d2bb8c03401e39122befe21d304e8813e87cd94e1,291d33bd55e61c3796bfa94f40756c423259c17ddc837f6fb679e74df2e44ca2,e77ff6010cba1a1367d551b556e0bc81d01fdd2e83516a9ba349987b8193d926,ed482c256b76600ae1c8abaaa10a5ef7177ce3847567a3a4f7cb13802a9c2b81
6a28a3ae4b737299941c9f177eb8e71ce8a5b105f485c23848693a25b1602a00,30460221008a6ba992ad554953acc3fe48711aadd0ebb400506affafd770ea0864290722c2022100f2c543cdae34e396e185caef0eed805fa2ea7f4591ccac1ed636bb08eaafad2001 03fc122a0704f6138a3f03084d2bb8c03401e39122befe21d304e8813e87cd94e1,5,blockchain,,,,,,,25,03fc122a0704f6138a3f03084d2bb8c03401e39122befe21d304e8813e87cd94e1,8a6ba992ad554953acc3fe48711aadd0ebb400506affafd770ea0864290722c2,f2c543cdae34e396e185caef0eed805fa2ea7f4591ccac1ed636bb08eaafad20,48474553a1ae3b5c50546c6ce44f7a51989f95f3ac0f0b28bcda783c3bb8f3c7
941f081a90fb73921c8548a8cbc2327fcdf417c2975554303b8026a6572275b7,30450220344176b2450b87ef85ab0ffa7536e6b0c70469d0d664f8f55d8266d44567ca910221008d59c149e6a3f3f78ed40ae747436507c79c350b861da35360628dff04fa10a701 03fc122a0704f6138a3f03084d2bb8c03401e39122befe21d304e8813e87cd94e1,4,blockchain,,,,,,,25,03fc122a0704f6138a3f03084d2bb8c03401e39122befe21d304e8813e87cd94e1,344176b2450b87ef85ab0ffa7536e6b0c70469d0d664f8f55d8266d44567ca91,8d59c149e6a3f3f78ed40ae747436507c79c350b861da35360628dff04fa10a7,2e487d4ad05aff6ba5df2629953f22ccd6960a76a433822327f9f505f39ed078
8cf67e83fb60ee4352f0c8ef394b882928ae15abf3a05543ab931c1bf9a00ca6,30450220742db511f7b83d0ca8d8230fa6b45e36b30a9a6b30d1ef61e99797cf3d59aa3a022100815121579c7bf18b7c6b056828c8fffa6ed09394c90e701fba6b58744d58335f01 03fc122a0704f6138a3f03084d2bb8c03401e39122befe21d304e8813e87cd94e1,1,blockchain,,,,,,,25,03fc122a0704f6138a3f03084d2bb8c03401e39122befe21d304e8813e87cd94e1,742db511f7b83d0ca8d8230fa6b45e36b30a9a6b30d1ef61e99797cf3d59aa3a,815121579c7bf18b7c6b056828c8fffa6ed09394c90e701fba6b58744d58335f,cf80c1bebb7f0f8372be4b504f2d0aa5217f7307c77bcdf9312b55dc80cf265c
d570a31cefa9dea2552de883b819621d179f5fb99088539c30dc6ceecb10d2f4,3046022100f313d80387ef619e7a05134bfa05ee4140b0ca19fe4ed29af06ea602fdd8c64c022100fa7b707da6d882ee4679fce32ccf4a0175d33a7f2a1e3670772b9e8600b0d36801 0266851cd12220d09ee1bfa1096b6efa25870d8cabea255f483d8c763d010775a6,5,blockchain,,,,,,,25,0266851cd12220d09ee1bfa1096b6efa25870d8cabea255f483d8c763d010775a6,f313d80387ef619e7a05134bfa05ee4140b0ca19fe4ed29af06ea602fdd8c64c,fa7b707da6d882ee4679fce32ccf4a0175d33a7f2a1e3670772b9e8600b0d368,a9786493da9d5739de46ec0f73856b8d23489e75b271385e84e411a221a9b956
ed6e7b44209483404dda2bef4291ffa7da64a5c5328c469cac96504a6460a6a9,304502201c1fb6be5c0ea5ca1190ef4a568483ad56784468c72e0fbe6fcf88dc9810e11a022100ecc4bd6be260954322f7fcfceda0df7e3ba6526d4bfebc5da5ef9cb7c52d65ae01 0266851cd12220d09ee1bfa1096b6efa25870d8cabea255f483d8c763d010775a6,1,blockchain,,,,,,,25,0266851cd12220d09ee1bfa1096b6efa25870d8cabea255f483d8c763d010775a6,1c1fb6be5c0ea5ca1190ef4a568483ad56784468c72e0fbe6fcf88dc9810e11a,ecc4bd6be260954322f7fcfceda0df7e3ba6526d4bfebc5da5ef9cb7c52d65ae,c30b22b14cea52082aa88c2e0609f5596fced0eaa3edd0bfa4b5089cb4be048e
88575339144718e7556770401b5a1124fd1477f7b816dd8fdedb04238691c88a,304602210085c032f14b812284294622c3ff80f769b639946d24ab4df6ed447a57b2e7f1d3022100aef9c74ea1e7459d4f506446558f0d0c5290a0707c2f798fa0d67a133ea6ea1c01 0266851cd12220d09ee1bfa1096b6efa25870d8cabea255f483d8c763d010775a6,4,blockchain,,,,,,,25,0266851cd12220d09ee1bfa1096b6efa25870d8cabea255f483d8c763d010775a6,85c032f14b812284294622c3ff80f769b639946d24ab4df6ed447a57b2e7f1d3,aef9c74ea1e7459d4f506446558f0d0c5290a0707c2f798fa0d67a133ea6ea1c,34d7964d013530bea17ce0ce60527d8ab78a78cbd0bbaf258840b5aafd7feac2
c562d7c06ac211cdcfad21070ec5a0f25f0569739cd21b98b778a85189bcd63b,304502206e07012d8bad9662a0b82169d793029526844a83964ba4bf3d7f929c850b3c61022100ebaca42771f3f2c74fb78008ab827f9ee161a3db9be5b5b46267d648f834ce6901 0266851cd12220d09ee1bfa1096b6efa25870d8cabea255f483d8c763d010775a6,0,blockchain,,,,,,,25,0266851cd12220d09ee1bfa1096b6efa25870d8cabea255f483d8c763d010775a6,6e07012d8bad9662a0b82169d793029526844a83964ba4bf3d7f929c850b3c61,ebaca42771f3f2c74fb78008ab827f9ee161a3db9be5b5b46267d648f834ce69,a32c283a3194faac5116a1c767d79da3cc0c8413a329aaba8f0a1ae8c170c176
a1467f87fe307a4c72e80f37b51b5c51d98281c9d0f582da73efd93b8b53c51b,3045022078082a688e6459295f3e21103788eb425014117a528bdafd7a02cd6d08e8da18022100dc47fad51d5edda4f44dadc0143fc2b32f4df8e5d47ea84fcc45221aa9a23a4301 0266851cd12220d09ee1bfa1096b6efa25870d8cabea255f483d8c763d010775a6,9,blockchain,,,,,,,25,0266851cd12220d09ee1bfa1096b6efa25870d8cabea255f483d8c763d010775a6,78082a688e6459295f3e21103788eb425014117a528bdafd7a02cd6d08e8da18,dc47fad51d5edda4f44dadc0143fc2b32f4df8e5d47ea84fcc45221aa9a23a43,de2866ffdc7f6d07201756a5ab1fe9f27a05bfced2e01105d320fb5d6e3c59ee
c2763c6c97c1e0a3b914b1611b7f18ddd4a8ed5b890c3932a561649da45dce49,304502200af6269361692c391dcd53f59b2256879a71924aa48a265b6dc55ed177a3fc58022100c55eccf1e2363227e352683107c2d3b5c4712ed30ef706f895d3a1686ef20fb801 0266851cd12220d09ee1bfa1096b6efa25870d8cabea255f483d8c763d010775a6,5,blockchain,,,,,,,25,0266851cd12220d09ee1bfa1096b6efa25870d8cabea255f483d8c763d010775a6,af6269361692c391dcd53f59b2256879a71924aa48a265b6dc55ed177a3fc58,c55eccf1e2363227e352683107c2d3b5c4712ed30ef706f895d3a1686ef20fb8,76d0d9e46028509df3ba9504db66b0383b7baa27e8f89ce20fcc994984817952
ad2e32ef848ab85a4a01427a0cd766b258e94360ff8d8777a00a23eaeeede3c0,304502205fecfbfaf509bc9ffd7d54e6265cd61280df6639d7358a7a76e5bad50251c8a7022100dd8a8967a6ec37aa9e3a64ec7167812b0607d421b5d9182b098d8d86418d3f1d01 0266851cd12220d09ee1bfa1096b6efa25870d8cabea255f483d8c763d010775a6,8,blockchain,,,,,,,25,0266851cd12220d09ee1bfa1096b6efa25870d8cabea255f483d8c763d010775a6,5fecfbfaf509bc9ffd7d54e6265cd61280df6639d7358a7a76e5bad50251c8a7,dd8a8967a6ec37aa9e3a64ec7167812b0607d421b5d9182b098d8d86418d3f1d,5a3b67bde9c311fc4c09c1380eb3bac6abb56bc238596c0ddf767362f4ba1c4b
8b1e32e699401fe2c8aa1baff5b01a190e41740c98c050eb2938f689269a4ea1,304502207e779198d0c88bab1e2d7932299f44099d5138e3f7d79d713f6f3caabf730d90022100fcd4d4bd95f823d8efbf52b0cae72a6b3028e89577d82a152be446dae23b32c701 0266851cd12220d09ee1bfa1096b6efa25870d8cabea255f483d8c763d010775a6,0,blockchain,,,,,,,25,0266851cd12220d09ee1bfa1096b6efa25870d8cabea255f483d8c763d010775a6,7e779198d0c88bab1e2d7932299f44099d5138e3f7d79d713f6f3caabf730d90,fcd4d4bd95f823d8efbf52b0cae72a6b3028e89577d82a152be446dae23b32c7,c0b743ba442cd1eba7d1dd44f98c9e1a26c8db6fef37c8558b7f37052824f909
837d89a9b3f62f1a57ab7c8af7f4df692c008e326ea3b6b2d5920c639bd8dbcb,30440220462309a3ff8bb892a8cd6247c4de9f76b5f0addb9774482cf11159b65e63a08d02207250c3581d9f92ddd21736426b26ab0b563e89e926cfbf76d3a8925c0cb231fe01 0266851cd12220d09ee1bfa1096b6efa25870d8cabea255f483d8c763d010775a6,9,blockchain,,,,,,,25,0266851cd12220d09ee1bfa1096b6efa25870d8cabea255f483d8c763d010775a6,462309a3ff8bb892a8cd6247c4de9f76b5f0addb9774482cf11159b65e63a08d,7250c3581d9f92ddd21736426b26ab0b563e89e926cfbf76d3a8925c0cb231fe,201e03b58fa6a4024b5e645aa91b6038876937980b971bb7b18ed94ba28df305
fb427be1945053cd4663225d40fc6a152847957874c064554d3bdc273fbf0e95,3046022100f4a46d536bd76c167d489b24039b600caf552b5989bbd3d46b5627b6f0f22832022100bc1b0f19c4de9201139528cff23730f6ebb2edddfe4b276f0c1c2f140668a66f01 0266851cd12220d09ee1bfa1096b6efa25870d8cabea255f483d8c763d010775a6,2,blockchain,,,,,,,25,0266851cd12220d09ee1bfa1096b6efa25870d8cabea255f483d8c763d010775a6,f4a46d536bd76c167d489b24039b600caf552b5989bbd3d46b5627b6f0f22832,bc1b0f19c4de9201139528cff23730f6ebb2edddfe4b276f0c1c2f140668a66f,29075285aa22743cfdb04fb7c80f5d618ee3eaf6c3b6ca7b04781c3f1dbde05a
3f92c9f90a1d0bdd727a4c0549a7503604fc6f059aa57f84eb130e3743c76626,304402200562dac27b96f4f751895944f07bdf4dfb1cc5037845017ec95e173c7dd5a38d022063150c8ed68b35eadc15b7401909ac21ffa5cd7d350b0533f195f38a0e562bbd01 03edf82e616ea1659a73572639db5d6555f52937c40d58aca751c591c59c6b5219,6,blockchain,,,,,,,25,03edf82e616ea1659a73572639db5d6555f52937c40d58aca751c591c59c6b5219,562dac27b96f4f751895944f07bdf4dfb1cc5037845017ec95e173c7dd5a38d,63150c8ed68b35eadc15b7401909ac21ffa5cd7d350b0533f195f38a0e562bbd,13b32c2d5844a0c6ffe366664c8b89b133f0cf504f43beebe4295baefb9146f5
cb4877a34dd44897afd0999e60e4e9bee14feee076baf19d569c79adbf90aeab,304502207e3337b45f597f849f213d0b494ca33ea326df39bc9240c6ea4f37acb61ce325022100e63bcc143c0828aa0a0922a347ed28953f6dccdb97375314fb1bb506d2a31cdc01 03edf82e616ea1659a73572639db5d6555f52937c40d58aca751c591c59c6b5219,3,blockchain,,,,,,,25,03edf82e616ea1659a73572639db5d6555f52937c40d58aca751c591c59c6b5219,7e3337b45f597f849f213d0b494ca33ea326df39bc9240c6ea4f37acb61ce325,e63bcc143c0828aa0a0922a347ed28953f6dccdb97375314fb1bb506d2a31cdc,74a1da2ca513c396d245b301d238031fc67534acbee99f005a1df8fe2cc87b87
7ecd084e36313f1955dc5999a499ec33b78c04648665414006d11794fe88566f,3045022100a360d02f43308285e403cba8cd8e9955025fd7cd89384fe37871677ca19aae64022024febef5baaa5b2cb760cf52fca6cfee62f6ad639dca1330acc4b63c529be55b01 03edf82e616ea1659a73572639db5d6555f52937c40d58aca751c591c59c6b5219,8,blockchain,,,,,,,25,03edf82e616ea1659a73572639db5d6555f52937c40d58aca751c591c59c6b5219,a360d02f43308285e403cba8cd8e9955025fd7cd89384fe37871677ca19aae64,24febef5baaa5b2cb760cf52fca6cfee62f6ad639dca1330acc4b63c529be55b,b9b404ee6dd20b1cd94ed26d8c0f706b53e7ecc46c5e1563c72ecce0b7452519
59c20ea9671902f9333d96767137371c8ae96d35ae7d12464bd0f257f2e2dc26,30440220694a8f86f042ace13001ced12b5fcc1b7063e17e36f7d3593fa5f21a3fcbdc74022005c3355b7d1ba88c2b4c3a23167ab2020e9e7151efab5e3f9311a6fdd112200101 03edf82e616ea1659a73572639db5d6555f52937c40d58aca751c591c59c6b5219,2,blockchain,,,,,,,25,03edf82e616ea1659a73572639db5d6555f52937c40d58aca751c591c59c6b5219,694a8f86f042ace13001ced12b5fcc1b7063e17e36f7d3593fa5f21a3fcbdc74,5c3355b7d1ba88c2b4c3a23167ab2020e9e7151efab5e3f9311a6fdd1122001,6574cc7acbcf0750f2a0d69560db3e76672d5c842890d5481892f25af4a5e846
2fb636a4d96072453bdd8e0ff386c8bda9f540bed8cfb9db82cd573ab4c93d98,30460221009464d3dbf81b76853dbfb6dd58fec09e8c5e4dc757d04888f3d8f432c52b11ae022100d5f042d88f52db7364bb2991e21bb6652f21c2106a510b3b051697f2ab39015f01 03edf82e616ea1659a73572639db5d6555f52937c40d58aca751c591c59c6b5219,4,blockchain,,,,,,,25,03edf82e616ea1659a73572639db5d6555f52937c40d58aca751c591c59c6b5219,9464d3dbf81b76853dbfb6dd58fec09e8c5e4dc757d04888f3d8f432c52b11ae,d5f042d88f52db7364bb2991e21bb6652f21c2106a510b3b051697f2ab39015f,276583d2350e0c7493d6e042d72e12470cd73f6cf783f631217990d94cfafc60
d313d61389822e95fdde34d88f478c231d473cedf0a17305f0f0e695c394fe7c,3045022015dab33084f87ff09ace3c72e11332406c4e5f4ae5db47008a68669de053e3bf022100b2631a1aba8b7f0e51a6890dc9791b9ff612e17e213293dca2fcd7971d1e36fe01 03edf82e616ea1659a73572639db5d6555f52937c40d58aca751c591c59c6b5219,2,blockchain,,,,,,,25,03edf82e616ea1659a73572639db5d6555f52937c40d58aca751c591c59c6b5219,15dab33084f87ff09ace3c72e11332406c4e5f4ae5db47008a68669de053e3bf,b2631a1aba8b7f0e51a6890dc9791b9ff612e17e213293dca2fcd7971d1e36fe,64b2bb4e136ec2ae462025ee568d877c0a3c622796b2be7da184b0f25c7901a3
62db1f75e89b82f41dfb0f7ecac2e2ea937970375ec9b982765c3f89c80dd041,30450221009a46db06a7366d85405aa1584c8d51632c768d0c879a59db6bbc76d2a3f04dda02200b47a71cccb3a96057b2d57b5759688cb456d48406b528eac6807e9e168c329601 027bc172c55096af16c4e7d33503eaf445d380063f67d3d4ba1c8014f17e56bc78,4,blockchain,,,,,,,25,027bc172c55096af16c4e7d33503eaf445d380063f67d3d4ba1c8014f17e56bc78,9a46db06a7366d85405aa1584c8d51632c768d0c879a59db6bbc76d2a3f04dda,b47a71cccb3a96057b2d57b5759688cb456d48406b528eac6807e9e168c3296,9c636cd75a029d48a714342e820e5081204c6dcb80918cd95a55712414f33318
904eb96d7c6d4bcc0af45ac3d82f14691dd7d1884119ee3cddd966a18ca68672,3044022036fea6d4d8f3a82ed7cdaa4dee66199a24a8d84e36237cf87e420b6832384dfa02200458cc9ef5621b302b1b7c1b26f3e0fc4e19fbf56aaa2df75d7ee3779cc027c501 027bc172c55096af16c4e7d33503eaf445d380063f67d3d4ba1c8014f17e56bc78,8,blockchain,,,,,,,25,027bc172c55096af16c4e7d33503eaf445d380063f67d3d4ba1c8014f17e56bc78,36fea6d4d8f3a82ed7cdaa4dee66199a24a8d84e36237cf87e420b6832384dfa,458cc9ef5621b302b1b7c1b26f3e0fc4e19fbf56aaa2df75d7ee3779cc027c5,0db2b462b7cff05430a39670d460803b19fcc4a22eaae748a901342cdf80e882
e91af0eb021d1c0298bbdfd5d4124f71d25dd58d159a67c545ebb88363c01ff4,3045022006c7a15e276d91e3da46537187f1e628de9f4713cf40557ad464b62bf26c0f0f022100e989d589ad8cc5edd4295a86c7f4590e47a0a066a4ec70a815020e4c9d5e9b2301 027bc172c55096af16c4e7d33503eaf445d380063f67d3d4ba1c8014f17e56bc78,6,blockchain,,,,,,,25,027bc172c55096af16c4e7d33503eaf445d380063f67d3d4ba1c8014f17e56bc78,6c7a15e276d91e3da46537187f1e628de9f4713cf40557ad464b62bf26c0f0f,e989d589ad8cc5edd4295a86c7f4590e47a0a066a4ec70a815020e4c9d5e9b23,883f449b2112b2b69afba5ac9e5149d96043566575c8a78073601d796d8eac7c
24eabe1d9bf56e0f3d28bff5be4ff3c792e2c6898c0181ee6c29c0549a38f614,3045022100d3cc2cd828ee5c9cd374ee45f0032bf7c639675e56349c44d8203ed25fc3e01e022077d891f8820ff5ffd85d64347f92fcdc06399996db6187910f43196082d0e99c01 027bc172c55096af16c4e7d33503eaf445d380063f67d3d4ba1c8014f17e56bc78,1,blockchain,,,,,,,25,027bc172c55096af16c4e7d33503eaf445d380063f67d3d4ba1c8014f17e56bc78,d3cc2cd828ee5c9cd374ee45f0032bf7c639675e56349c44d8203ed25fc3e01e,77d891f8820ff5ffd85d64347f92fcdc06399996db6187910f43196082d0e99c,72b58cbb753a400da798917afad1ac1cc0240e0b3bdc83ef83bad30dc0e8a07c
1b98d97c227c39a43c8a06b0c63d1bd42425d19f8c7d44b8e68161aaca604f81,3045022100f23d230d863cae78240c712b1067d288fd739bcac823147e7631bb0ba747de5502201ac06571a9c580c420f9ea087f2510b7b653b4a3716c21ac805649f362513db501 027bc172c55096af16c4e7d33503eaf445d380063f67d3d4ba1c8014f17e56bc78,3,blockchain,,,,,,,25,027bc172c55096af16c4e7d33503eaf445d380063f67d3d4ba1c8014f17e56bc78,f23d230d863cae78240c712b1067d288fd739bcac823147e7631bb0ba747de55,1ac06571a9c580c420f9ea087f2510b7b653b4a3716c21ac805649f362513db5,c2f6fc92c663f76d3380c409e66fceda4fe5323420eef45f8167099feed93f55
dbf4183b58839d52009f50bbfeff34f68100c2d687d1ba18f954b4bded6cb9ac,304502200d67c214273fd7a40880e42149f9046dceaaf5bdd2099025623a0b81fc1a4aa0022100b134b627beba3b6cb2b9e64b53a7e2e87b1f364f953780a4ea1a1fb5165c74d901 027bc172c55096af16c4e7d33503eaf445d380063f67d3d4ba1c8014f17e56bc78,8,blockchain,,,,,,,25,027bc172c55096af16c4e7d33503eaf445d380063f67d3d4ba1c8014f17e56bc78,d67c214273fd7a40880e42149f9046dceaaf5bdd2099025623a0b81fc1a4aa0,b134b627beba3b6cb2b9e64b53a7e2e87b1f364f953780a4ea1a1fb5165c74d9,fd75c9ce08d45a5994bd02961871ff0ed37d73bb6fe06b7f0c317de1d05d8593
772453859ffda20e9336f3fcdc2a8493b3448ce0e059110a9f4610caf11789fc,3044022060980247405c4cd28617203e99f07301abd3fafb63fababe46a7b9ba6d61a5b2022044fa3baa6d875a48fe163791fb2269b852e04bec299f82f02114b49227b557aa01 027bc172c55096af16c4e7d33503eaf445d380063f67d3d4ba1c8014f17e56bc78,1,blockchain,,,,,,,25,027bc172c55096af16c4e7d33503eaf445d380063f67d3d4ba1c8014f17e56bc78,60980247405c4cd28617203e99f07301abd3fafb63fababe46a7b9ba6d61a5b2,44fa3baa6d875a48fe163791fb2269b852e04bec299f82f02114b49227b557aa,62155bdf95b09abd96cd50611bb6ae639b02a086c1ebbb368f79ed47feb18c92
